Volume(m^3),Weight(Kg),Power Consumption(kW),Airflow(CMH),Refrigerant Charge(KG),Capcity(kW)
2.593042783,330.018823,15.47980554,13608,10.15871855,45
1.642650689,214.7844922,4.412222111,10176,4.698692953,25.2
1.941064734,219.1665,8.901950737,11043,8.255941052,28
2.345960162,256.8748981,8.467801697,14484,12.42528996,40
2.051796528,311.3153847,10.14247204,15141,12.71303939,45
2.884449027,326.6197704,15.58971171,14930,14.45608088,50.4
2.101878465,365.1222873,18.79820028,16857,16.84073131,56
2.802337809,447.1459402,21.51597741,22360,15.9227569,68
2.42456173,454.8481836,20.99536715,22262,22.30406146,73
2.952401947,453.328533,27.28541338,22467,16.95634619,78.5
1.679130532,224.4258903,6.633355605,11389,8.898570618,25.2
1.807410796,226.2157956,4.63040494,11522,9.098568404,28
1.604166661,237.3230935,6.356556476,11877,10.59126079,33.5
2.560474945,269.1836951,12.34898984,14006,14.8953133,40
2.328393563,267.7474625,17.31373389,14734,13.93730784,45
2.087052669,328.1974629,12.1919434,16068,15.39178597,50.4
1.726486487,351.9965683,16.27234072,19453,12.70025198,56
2.163664281,350.9845565,15.31042444,19462,16.97941231,61.5
2.755529606,381.3211352,19.64143516,23432,23.61777792,68
2.697136671,403.8580457,18.87063503,26515,21.42116753,73
2.869589284,398.9630612,21.91312615,26493,22.29568304,78.5
3.623347583,499.3224339,25.18736736,27366,25.5405737,85
3.43320177,497.2682188,28.50124508,27463,21.17000893,90
3.757377941,500.6557084,27.16018461,29576,29.01506633,95
3.660618477,497.7204046,35.81860392,29699,30.6777808,100
0.91944718,69.91288816,6.924798526,5152,2.114175995,11.2
0.862764265,75.62915049,4.213373654,5082,8.586800013,14
1.142022164,115.9358109,5.73745075,7711,3.797213631,20
0.438130555,112.529362,9.663800199,7804,9.071790972,22.4
0.994878399,111.3778144,6.007645968,8740,8.908867185,24
1.184766786,181.5895901,1.636410932,7841,4.905281255,16
1.724187921,187.1130916,5.647767594,11383,6.112644126,22.4
1.945775244,211.5350093,9.92683118,11201,10.65000487,28
2.36267912,217.67722,6.438112257,12212,4.631516503,33.5
1.955523355,278.6880429,7.234600379,13779,9.442023752,40
2.056243859,272.176155,5.485189021,13350,6.740884932,45
2.062183827,292.7185716,14.55749543,16529,11.8655417,50
2.249675087,294.3561442,15.6040213,18286,9.680113686,56
1.46329451,183.0141453,4.582194752,7626,6.910516606,16
1.992251614,194.3512941,7.693514337,10496,7.936967379,28
1.776503992,194.8266041,7.908727032,11148,7.676649097,33.5
2.130628407,287.3654792,11.97294939,14554,9.359889816,40
1.853693387,287.2204864,11.01398003,14739,9.974174652,45
2.220898389,175.5573792,5.017861645,7707,6.32702048,16
1.883936457,179.69419,4.595347417,11377,4.771785909,22.4
1.659388246,184.4553116,7.085601394,11119,6.931781205,28
1.804481306,188.6532947,6.681017718,11962,5.684321885,33.5
2.271158674,216.3096688,6.459700629,16043,7.178029122,40
2.035038408,262.4963206,13.30102913,15809,11.00139665,45
2.375452675,256.2092397,17.15165993,15948,8.44688049,50
1.948784303,215.0278864,9.144031725,11301,4.545629911,25.2
1.910633031,237.530172,8.973723191,11338,11.35897329,33.5
2.588425453,294.8678218,12.18072122,14595,12.57028625,40
2.163675091,299.9986682,13.16433287,14507,17.91359787,45
2.177597897,343.8119538,15.53913638,15876,13.63782219,56
2.53209401,340.2285206,18.84789299,16243,17.36989788,61.5
1.541344042,233.3407972,2.793446147,11645,9.551922158,25.2
1.49865448,227.35676,4.624001644,11471,12.36108715,28
1.861219355,225.7737507,12.72029761,11728,13.88775398,33.5
2.44408174,275.89115,8.616697468,13578,16.03374117,40
1.976495244,282.194084,11.3537117,13596,6.412011491,45
2.788223859,348.8746791,10.02759988,17557,21.18484206,50
2.398969574,351.5110424,20.9232848,17492,16.25070362,56
2.62785087,345.875287,20.81600297,17761,16.25005342,61.5
3.316611998,428.943609,13.69726023,25709,20.89247883,67
2.970784276,429.3087934,22.77365044,25306,21.13664106,73
3.213674928,428.3489002,24.47912312,25708,23.55291312,78.5
3.134633587,474.1762815,24.69225675,24455,27.8044943,85
2.005937169,219.0043283,6.511753899,12157,5.762749769,22.4
1.67006753,226.9211787,7.628450362,12013,5.238547066,28
1.86927565,286.4207694,12.90511898,12003,4.252044786,33.5
2.613158413,362.4805988,10.05797388,14656,9.0983131,40
2.5427636,357.2997469,14.43884793,14746,9.169795402,45
2.433184925,360.9497202,19.66830061,23702,9.178081892,50.4
1.954093486,385.5729428,19.03813874,23236,13.01452705,56
2.5141192,382.8238164,16.09079066,26116,15.09570907,61.5
2.029684612,249.0590233,5.854157196,11347,4.939707334,22.4
1.975093267,243.9537235,6.834731074,11541,4.408564765,28
2.154571055,292.1387253,5.94110716,12336,12.4503644,33.5
1.911608951,347.742747,9.850316495,12709,6.786749534,40
2.405647591,379.2691468,13.25220934,18368,14.66275268,50
2.560742864,403.1478814,12.12135193,21415,11.98187764,56
2.694629915,402.0576407,15.02533774,21553,7.829607473,61.5
4.025712112,576.1153586,13.20394874,24542,20.79168408,68
3.576045269,634.5582847,19.40967846,24604,16.01103224,72.5
3.042051059,697.6828297,11.17686537,24626,17.11289326,80
1.336641827,202.9666069,1.410494147,10728,6.69067983,22.4
1.64994894,200.3718847,7.197941864,13953,7.027546698,33.6
2.421262252,227.2971059,8.467487115,16007,15.31190781,40
2.324190663,263.6399512,15.85105045,15953,8.277082482,45
2.269679076,297.4299296,15.24212298,17841,7.899289231,50.4
2.360391702,299.9084372,11.39921639,17941,4.023273311,56
2.282043874,302.0237476,17.63131309,17747,9.601000318,61.6
1.649742687,361.4751834,17.39628881,19193,13.42400375,67.2
2.267560479,361.1557659,21.66161546,19413,11.2825968,72.8
2.182633392,185.9989883,3.99071615,10841,5.435907556,22.4
1.590339512,198.6076009,6.319583041,20922,2.116727286,28
1.958100431,213.3478021,9.382931782,13781,8.011127961,33.6
2.441670109,239.3723043,9.931039722,15911,7.252532567,40
2.166787186,271.2670016,13.01108569,15917,6.049460971,45
2.5871115,308.6007248,12.13421555,18050,14.51930133,61.6
2.846280909,360.3063915,12.85574434,19109,10.72616917,67.2
2.223884998,364.4334244,20.49112117,19310,17.15915459,72.8
1.714799534,195.6683787,1.969382719,15021,7.650804308,22.4
1.918122656,216.2390825,7.160097903,14854,8.488871835,28
1.268318114,216.8913157,6.256038292,14712,10.15499366,33.6
2.138545597,237.0119617,6.731884214,19884,12.59706768,39.2
2.711152807,235.3923976,8.34252402,19921,10.21632167,44.8
2.26212603,299.2718895,10.01720723,19747,18.49577955,50.4
2.318269507,300.2413969,10.81010117,19961,17.20064588,56
2.27956374,301.564024,16.54082101,19701,11.79045638,61.6
2.100968812,309.8751037,18.75355556,19786,17.51387199,67.2
2.438319256,312.4254418,22.35064314,19723,15.05772223,72.8
1.838879159,189.4457917,5.889535344,10450,7.402774469,22.4
1.7047035,191.0593344,8.234057483,10728,4.515282054,28
2.042593728,211.9253297,5.319464103,11976,9.119367647,33.5
2.451315274,268.5484409,9.788036033,14847,7.668134879,40
2.674275494,313.0265598,9.05194968,16109,12.16192523,45
2.325381368,310.3526843,13.87964041,15847,5.254805462,50
2.629389761,345.62392,14.33763152,20346,12.25957223,56
2.516933217,362.1385486,9.028732041,20302,10.50172666,61.5
2.536621145,366.8604752,18.18809486,21495,16.13330726,67
1.174674617,169.4955254,5.218795115,7670,3.005882863,22.4
1.466676672,170.2275267,9.241976097,9757,0.60829039,28
2.309414288,217.1650943,6.097256375,9856,8.383049522,22.4
1.379424815,208.9642022,7.586142382,10742,4.815981791,28
2.293499501,211.2187267,8.261992146,10919,9.479256994,33.5
1.974703033,293.0375293,12.04665585,12354,11.06571433,45
2.120278512,315.8001374,17.03193868,12249,8.01126169,50
1.877489747,206.5245599,3.147565888,10726,4.270815953,22.4
2.117856608,211.6983274,7.093269186,10711,2.945583422,28
2.514951307,228.8815845,8.206997076,12039,7.750833708,33.5
2.379178985,335.3471625,17.47813889,16119,9.615775026,45
2.469217044,333.3375964,13.58326583,15820,14.24917518,50
2.697312348,382.9952592,19.18981395,20236,12.07522904,56
2.472610786,393.0992333,20.59771016,20385,12.82907914,61.5
1.789852269,223.0615944,3.64132722,11636,13.79297573,28
1.800064419,220.313544,2.719324318,12391,7.498429003,33.5
1.361535499,247.2846674,11.40828051,13932,6.072445052,40
2.107400333,248.1471694,10.9671689,14001,11.14235827,45
2.473789658,282.2440856,15.45758013,17749,6.215373115,50.4
2.340188245,365.9868574,13.86977016,17497,5.77663648,56
2.159976636,369.0719291,16.12915485,18495,6.451444082,61.5
2.400139597,370.1357478,15.40486319,18675,12.03161361,68
2.201088705,373.2958754,16.56180091,19689,11.07176258,73.5
1.891610729,252.9612521,6.605159607,11809,13.07100016,22.4
1.661524464,255.3823777,3.00712456,11764,13.91000733,28
2.056440719,280.7135702,9.557788885,13550,10.20054471,33.5
2.086366338,281.3687715,9.683097149,13701,10.98932597,40
2.633618902,278.3328703,14.08125809,14445,7.362284318,45
2.761121665,278.762459,17.58693029,14171,11.63980426,50
1.978031035,227.6036636,7.943009179,12505,8.571368935,25
1.761522134,225.8212282,7.04385137,12448,7.671725549,28
1.619623014,226.6071829,8.961707212,12368,7.911398592,33.5
2.491150923,294.1605619,15.45369045,14467,13.26849711,40
2.015159759,287.2807796,19.35643071,14706,5.693061723,45
2.798254976,431.3103027,9.560804224,19443,13.27426761,50
2.001877873,433.6167461,17.52278508,21503,13.70821409,56
2.684458185,428.9819681,14.10608264,22637,18.06523331,61.5
1.903528819,223.4693878,8.73239659,12381,10.67309697,28
2.41993305,219.2958251,4.573260427,12519,12.76067323,33.5
2.291683238,292.7329123,13.76672987,14692,14.17639803,40
2.50850239,287.7014253,14.02104751,14462,8.98727793,45
2.882805602,286.2318175,14.27567793,14377,11.6288873,50
3.025740721,429.2527837,20.94909138,26292,22.64093022,56
2.850400016,423.380443,21.43442571,26590,15.30987712,67
2.701366093,464.0363489,21.33201544,27558,19.17240999,73
2.773214424,490.6311528,24.7470902,27711,23.05523657,78.5
2.688090926,486.9779181,25.56709605,27672,23.96644799,85
2.873646296,487.624673,24.44537762,27646,22.83573185,90
2.002207839,222.5573474,5.297431315,12518,2.7382471,25
1.805495983,228.6102047,9.064663637,12733,6.48112463,28
2.063633224,224.5147618,4.706401943,12490,13.02773139,33.5
2.331435892,287.0625694,8.811279674,14704,10.33839585,40
2.581181217,288.0902138,13.72746625,14698,11.76300746,45
2.581979396,287.6510648,17.45252248,14599,10.60714299,50
2.607423477,429.329403,19.16507394,26321,18.32678459,61.5
3.084852481,430.7435238,21.83889581,26596,18.30353367,67
3.586420083,451.7068222,20.81974702,27792,18.14009322,73
3.730666987,484.2509629,27.43085053,27790,16.04805526,85
3.184351675,490.8815073,32.03464522,27793,25.66210223,90
2.469752374,278.319588,3.556236556,15381,9.367858422,25.4
2.266978067,280.3769741,6.015282089,15439,9.938184545,28.9
2.181333299,276.3382957,6.063633336,15624,5.322308618,34.8
2.302457407,277.5457086,7.272408392,15546,6.63208496,41.5
2.149164626,344.9993543,17.58511463,16844,10.91251905,51.5
2.943265648,342.0225483,16.36116754,16966,13.65712263,57.8
2.60672606,370.2929034,17.88902156,16819,9.27419736,63.7
2.420761612,369.5686791,24.760778,16792,6.86293689,70.4
0.87379385,80.15649894,2.115282436,4267,2.773931692,9
1.421997673,121.8256902,3.162192664,6979,4.514119998,15
0.791173624,119.2480714,4.360084118,6907,2.814775829,15
1.064332736,122.1753461,5.695962663,7050,3.516764828,18
2.300864831,241.5579567,7.392392069,12016,10.33210445,22.6
2.130390332,240.5826328,6.778220887,11633,9.955612646,28
2.708164617,356.6939886,12.23236077,14653,7.955419301,33.5
2.637463957,363.2841804,8.403273308,14730,11.94839707,40
1.770758158,240.2955887,8.081961427,11608,11.86350267,23.9
2.263121338,241.4273639,8.254765355,11506,6.188859943,29.3
2.433468478,366.0316933,9.959199849,14885,6.915440544,35.1
2.472917477,364.7147874,16.66441912,14353,4.976242781,41.7
2.677717892,365.0519385,7.583763189,14724,8.973193663,45
0.664981931,106.40023,2.737077359,7493,4.938958851,12.1
1.521610068,109.0289394,1.483610838,7764,5.802511024,14
1.107801759,106.281384,4.432300513,7921,5.819070031,15.5
1.600365404,150.6455357,5.846410132,10782,0.400269815,22.6
1.580476099,148.7083054,9.444812877,10582,5.912229033,28
1.243878196,150.3533289,9.322496985,10558,7.062096416,31.5
2.209002836,221.9932891,3.991005414,11430,15.25815381,25.2
1.580437894,222.5527283,5.610909638,11699,11.64633519,28
2.013054785,225.3730006,8.17002138,12699,7.141254497,33.5
1.706016358,245.7491472,13.80126871,14166,13.25502593,40
1.940624421,240.7522664,17.04453594,14031,7.220295828,45
2.246038719,280.8535914,16.17607613,17652,6.951675753,50.4
2.779670562,368.0479188,15.81380518,17394,6.282338205,56
2.316031976,371.9900689,16.34010132,18587,10.99722932,61.5
2.443702166,372.6127901,22.36688203,18747,13.46308133,68
2.439871948,370.9005643,25.3974159,18440,8.766306168,73.5
1.743825778,247.9498251,8.824231667,12630,10.7194187,22.4
2.133843744,241.9320011,8.873274332,12641,11.22726961,28
1.771633748,258.6809639,9.374032301,14014,8.996171402,33.5
1.752122016,254.0150293,9.366517354,14002,10.88438677,40
2.56316795,366.6050123,14.85871751,17476,13.92181035,45
2.740534503,364.2124253,18.87456525,17583,10.05675582,50
1.937802558,373.9883506,18.75399038,19417,12.91675114,56
2.493399288,374.4665299,18.4809094,19607,9.230612016,60
1.832928315,268.5202073,8.640527914,12641,10.54331233,22.4
2.179939994,271.7640533,8.120895482,12411,11.71899536,28
2.05353202,277.8311089,9.69160007,12572,10.83143526,33.6
3.047235418,367.8561451,11.9252326,15923,16.54837954,39.2
2.591021559,382.0384188,11.83891657,17511,15.66345241,44.8
2.971745769,415.6735444,19.32493054,21380,9.908938793,56
2.499877753,410.8861847,17.01359244,21584,12.98869709,61.6
3.436590619,444.6672363,27.33271732,23902,12.4296352,78.4
1.493645057,130.8037212,5.90739458,9433,8.722259117,22.4
0.9980257,132.1712576,10.16345941,10132,5.257720586,28
2.046764877,211.5750541,3.61627092,14057,7.24236018,22.4
1.89146785,212.1528227,7.309660607,14152,3.084817073,28
2.545210078,314.74782,7.678070797,14606,7.673970292,40
2.462877629,315.1503264,14.16326911,14451,9.009991006,45
3.189492919,377.1179332,14.69718154,24728,9.84790202,50
3.622973301,373.4985859,21.35355246,24830,9.699167415,56
2.581252144,259.67988,0.424764781,13092,5.732914551,22.4
2.745513111,263.5841481,6.062018497,13828,10.25806469,28
2.910337022,286.9668959,10.23159183,14378,5.781991582,33.5
2.621603359,333.5222178,11.77213637,14366,9.110070091,45
1.69969612,228.0013918,2.309077168,9535,6.29954678,14
2.102167501,230.3089446,3.663944423,9508,3.373529329,16
2.26902114,244.1493717,5.384644734,10581,11.66242964,22.4
2.526779505,243.3788004,6.765669756,11068,8.411785646,28
1.749438947,239.3491734,7.765357923,12234,11.47018305,33.5
2.373779647,328.6727054,13.9519416,12524,11.87630913,40
2.766853376,328.276969,16.09171156,13627,10.70806205,45
1.72510253,215.7439729,4.775123008,10260,4.053708794,25.2
2.084099882,220.5355722,9.325880621,11114,9.184331293,28
2.401298323,257.2551205,9.129709686,14519,11.55675188,40
2.199129697,312.2948495,10.73897861,15276,12.46585326,45
3.018004814,328.4670595,17.09651951,15131,15.78448956,50.4
2.130888672,364.3865067,18.59572578,16949,15.15382982,56
3.112853798,445.9642006,22.28258035,22435,15.60873487,68
2.516623301,453.8939256,21.9062195,22412,21.95993666,73
2.872193467,454.5775158,26.69764363,22564,17.32917917,78.5
1.97249047,226.2245406,5.810665542,11414,10.19976323,25.2
2.041074192,228.4853756,3.921054772,11657,9.083433345,28
1.683118445,236.78148,6.622901187,12055,9.787829628,33.5
2.628885991,267.7334465,11.08527012,14039,14.44124263,40
2.507815753,267.8994674,18.44190707,14817,14.15919024,45
2.119563888,328.5025037,13.34921505,16156,16.57493061,50.4
1.906696876,352.097144,17.91050411,19611,11.37194485,56
2.510479906,349.8706424,14.36222167,19528,18.27432925,61.5
3.012580509,384.1541854,20.85422958,23585,25.28579501,68
2.762906952,401.6089372,19.54568961,26615,19.68965062,73
2.862360059,399.3829779,22.34565217,26549,21.62419127,78.5
3.58998714,501.0399265,25.29532367,27558,26.22468949,85
3.483571366,496.1584598,29.74168364,27567,21.21154922,90
3.827568717,499.5799367,27.04392076,29670,30.39589598,95
3.662455126,497.1589252,36.15367743,29782,31.79809961,100
0.989515096,71.50247973,4.308103306,5277,3.08383576,11.2
1.011288391,77.17496293,5.669575859,5176,7.554413624,14
1.216568276,114.8846756,6.221258653,7810,3.30732991,20
0.584583428,113.7972768,10.24022041,7952,7.218358927,22.4
1.094604041,110.2727469,7.373017101,8862,8.356194971,24
1.279283411,184.8264885,0.158777044,8000,6.011028745,16
1.721675022,187.0478173,4.973806023,11495,7.221597995,22.4
2.071906937,209.2316429,8.801099314,11284,10.84140048,28
2.379592798,217.819035,5.20537767,12343,3.158045976,33.5
1.977091438,278.249451,6.775174054,13920,9.773367075,40
2.25186651,273.94494,5.838514229,13389,7.392621659,45
2.08324578,291.1477049,15.3093513,16623,12.67605084,50
2.422223387,295.6554659,13.06588128,18397,10.71905548,56
1.341390461,182.2420018,3.687827973,7681,4.458729177,16
2.059322178,194.3944994,7.512485618,10605,8.19186042,28
1.884467084,195.2182195,6.838541337,11237,8.8269817,33.5
2.310997154,287.6177197,13.47299567,14657,7.873494974,40
1.833878091,286.6145903,10.22863043,14896,8.676010504,45
2.283249173,174.5887828,5.002904246,7840,5.749653802,16
1.818563706,180.4709709,5.922989769,11454,5.507408686,22.4
1.749546877,184.0090446,5.324383005,11303,6.975736078,28
1.733644908,188.1228588,4.321265261,12101,5.535233873,33.5
2.430516838,215.5277778,8.482398537,16213,7.615980041,40
2.014066723,261.2986037,13.83619682,15955,10.54572593,45
2.264915454,256.3918137,17.28595197,16040,8.898619158,50
2.229715196,213.6435884,7.592025236,11412,3.876452853,25.2
1.915689879,237.118758,7.749990557,11434,11.01306874,33.5
2.754434063,296.0561445,13.57311438,14725,12.52863661,40
2.147073538,301.1013609,13.39057791,14600,17.99793518,45
2.228931498,343.5024487,14.68858968,15914,15.4544149,56
2.450112377,340.6906966,18.16230204,16306,16.50888896,61.5
1.584799922,234.5700817,2.981822117,11727,9.248972525,25.2
1.695778757,226.3522317,3.774256877,11555,13.29324455,28
2.054908496,226.0759925,11.84227509,11910,13.53656189,33.5
2.757149009,276.5458879,8.480060688,13713,14.33619379,40
2.045940542,283.9834038,11.58197088,13611,6.530876816,45
3.005220122,349.015977,11.79393802,17673,21.48167618,50
2.51583348,351.102985,21.35721667,17599,14.80863481,56
2.760181,344.3205457,20.44469432,17933,16.37314499,61.5
3.490284335,429.0143764,14.22468199,25744,20.79588424,67
3.218562566,429.1975689,20.81647476,25354,21.1234992,73
3.242599798,425.8281657,23.80393375,25800,22.27802925,78.5
3.264587882,473.2941895,23.73861003,24615,28.36610364,85
1.958436924,218.5960869,5.39982786,12266,5.880383117,22.4
1.830733482,228.9430407,6.241255856,12023,5.666262333,28
1.792071556,287.8874667,13.83991693,12122,2.915965137,33.5
2.797718564,360.8729561,11.80529684,14689,9.459447418,40
2.565683556,356.9709077,14.8355546,14837,8.718397188,45
2.678473428,360.9426447,19.69552443,23775,9.437143879,50.4
2.082404252,385.2101104,18.41031827,23367,13.05415226,56
2.596834763,382.0836953,16.63528378,26200,14.07619356,61.5
2.145565789,249.5023943,8.192835726,11443,6.026174733,22.4
2.133707787,245.5263888,6.933326948,11637,2.990998957,28
2.163941641,291.5445327,5.815432861,12381,12.58614835,33.5
2.0165532,346.8095482,12.4122512,12734,6.046118861,40
2.528795032,379.7266733,13.81959032,18408,15.48994335,50
2.647923394,403.2329065,10.62605845,21465,12.6252993,56
2.870970695,401.7694179,14.73997391,21752,7.67585819,61.5
4.267413519,575.3852458,12.92675614,24634,21.99344692,68
3.602927586,635.1358402,19.73259483,24714,15.41104402,72.5
3.162332201,697.849169,11.18333346,24671,17.59948422,80
1.454185584,204.1918349,1.090781922,10792,6.103219116,22.4
1.860570891,200.5443429,6.464301527,14079,6.592011498,33.6
2.423470268,227.902449,8.006131776,16044,16.09232611,40
2.48119197,264.749154,16.62656338,16021,9.432883093,45
2.440790406,295.8665013,15.50352639,18020,8.966096388,50.4
2.389032902,298.8699049,11.89117634,18021,5.82018567,56
2.240449701,299.9627084,16.52589011,17758,9.528088911,61.6
1.746035744,361.747744,17.5375571,19174,13.58413232,67.2
2.236826185,360.7606195,21.28839781,19536,11.90720569,72.8
2.149935366,185.3623532,4.543271593,10932,3.708269385,22.4
1.893730767,199.3935514,7.417654958,20989,3.117377844,28
2.064776681,212.538306,9.106330153,13829,7.7381613,33.6
2.365293136,239.9758211,11.43406346,16057,5.392253334,40
2.275198188,269.6629383,13.45778673,15958,6.59715128,45
2.707974406,308.3412862,12.84179452,18233,15.26678908,61.6
2.771342926,359.3759929,13.3060772,19219,9.890155437,67.2
2.464924265,363.7812707,21.32956703,19367,17.58294818,72.8
1.770513462,194.1859887,1.614926618,15151,7.207886535,22.4
2.053443,218.048448,5.198435311,14932,9.11599381,28
1.443476626,217.9233863,7.498067885,14783,8.842665932,33.6
2.330253684,236.6870587,8.154775238,19982,12.35545432,39.2
2.774267876,236.1133364,7.45150762,19959,8.217023167,44.8
2.364908704,299.3975879,10.53445079,19859,19.02878752,50.4
2.463620138,299.4435852,11.86042197,20101,18.12606555,56
2.463452347,300.9739546,15.92599025,19815,10.51975205,61.6
2.136875708,310.0492054,18.48571841,19884,17.82849224,67.2
2.58992336,312.2085232,21.40824946,19871,15.62424723,72.8
2.045601564,188.1604409,5.614244897,10571,5.93660924,22.4
1.70152595,192.2874397,8.072794367,10821,4.706370568,28
2.144634551,210.6989318,5.063793011,12033,8.506463704,33.5
2.337813713,267.6738984,10.43979786,14994,6.947875195,40
2.984993586,312.6609443,8.05827652,16270,13.0743761,45
2.479292729,309.509836,15.17864507,15980,4.378207836,50
2.690152659,346.7442345,13.6580625,20428,11.64543729,56
2.502297054,361.7474649,9.028666749,20402,10.5215959,61.5
2.670294034,367.7205401,16.82351568,21564,16.20927453,67
1.380794662,169.6481817,3.697612668,7820,4.198974273,22.4
1.424110845,170.6628273,9.715494628,9904,1.764034537,28
2.443913597,217.0748605,6.52537285,9991,9.29879275,22.4
1.54597273,207.6385194,6.691553926,10838,5.02253647,28
2.53337851,210.9949283,7.340851946,11044,9.407615535,33.5
2.048799363,291.6192476,11.18435134,12424,10.02713871,45
2.234092652,316.7418973,18.27262138,12373,7.244458863,50
2.051216173,207.8173366,3.182329641,10823,6.745163139,22.4
2.247888213,210.5680184,7.510699304,10769,2.634790533,28
2.633125752,227.0164762,5.769184085,12052,6.566300686,33.5
2.287764208,335.6032472,17.19253607,16263,9.699230786,45
2.612743579,332.7602191,12.62896317,16007,13.4649878,50
3.01086252,382.3485891,19.64633078,20302,12.20459859,56
2.589714363,393.6133723,21.82312645,20474,11.20967785,61.5
1.832870064,222.6917651,4.334941495,11768,14.15111348,28
1.940679155,219.740779,2.546639935,12419,7.437416196,33.5
1.522079577,246.2389159,12.28342007,14077,5.296447545,40
2.171995009,249.5453378,10.4540502,14057,11.91026748,45
2.589374111,280.5761881,14.98097421,17881,7.914517851,50.4
2.255781228,365.9645438,13.34739144,17566,7.097348856,56
2.171396582,367.7633093,16.79618476,18603,5.937322569,61.5
2.370033177,369.7450306,15.30366361,18780,12.29349929,68
2.241354866,373.6944306,15.92323587,19761,11.42920817,73.5
1.914426871,252.9119996,8.414432909,11907,13.14822406,22.4
1.703104848,255.3598896,2.269707957,11941,14.7007974,28
2.2600038,281.2703946,9.470092474,13573,10.48829204,33.5
2.046084445,281.4450994,9.532501935,13761,11.28612326,40
2.832510664,278.9013627,15.57842508,14533,8.790150642,45
2.858992305,277.1500784,16.92973777,14231,9.53742495,50
2.038788322,227.7526124,9.322005114,12608,9.462708446,25
1.886038398,224.9882365,7.69493752,12649,8.178174144,28
1.662853095,227.9260871,10.26583944,12445,7.354280089,33.5
2.700753255,293.3376655,15.33784875,14523,11.41283309,40
1.978875398,286.4600817,20.98626117,14812,6.602296994,45
2.887786282,432.1046101,7.417987446,19478,12.06646361,50
1.988700902,433.3434751,18.16718885,21575,13.79899977,56
2.618973293,429.9185106,14.90807942,22716,17.06327721,61.5
2.193337569,223.5168662,10.91607042,12436,10.87315589,28
2.359633327,219.0294224,3.766630736,12710,13.24614352,33.5
2.361473874,293.1811313,13.16319899,14794,15.28994297,40
2.41234201,286.4385772,13.34866257,14607,10.1296996,45
3.050356548,286.6947852,13.27991574,14420,13.2318401,50
3.207584927,430.7236316,22.80920879,26386,21.93736757,56
2.958254177,424.3510599,19.79216413,26787,14.87425511,67
2.866638559,466.2430125,19.24955818,27664,19.52633329,73
2.808164994,488.4130919,25.15872582,27741,23.53078523,78.5
2.971032079,486.7861223,24.76501552,27761,23.99694577,85
2.839135092,486.8811363,24.58348181,27733,23.62273709,90
1.922442077,223.2714784,5.642473002,12653,3.099025935,25
1.957114576,228.7414146,7.519922802,12870,8.114741263,28
2.118878217,224.9623567,4.263192267,12670,13.66776383,33.5
2.368992588,286.9357246,9.908704265,14752,10.83333723,40
2.652850987,288.4607936,12.46631757,14818,12.51402492,45
2.918422993,289.6270182,15.64413595,14727,9.442203102,50
2.659560045,428.542312,19.17584454,26439,17.42244097,61.5
3.140564611,430.2902893,20.98703888,26719,17.63275482,67
3.757179521,452.6903738,20.72545461,27912,19.33893686,73
3.834249908,483.5830179,27.94809574,27800,15.55322114,85
3.270730318,492.0882953,31.57345329,27846,25.66833555,90
2.45256495,278.0470097,3.083876768,15485,9.179938458,25.4
2.370984426,280.2691211,5.497569641,15547,9.478242832,28.9
2.249675973,275.9416416,5.420132124,15696,6.274985433,34.8
2.470426075,275.6951416,6.658505517,15674,6.412248919,41.5
2.168566937,343.4998982,17.00536634,16900,10.84832983,51.5
3.08057216,343.0495147,17.71049896,17026,12.1576539,57.8
2.781672332,368.6652069,18.0872217,16913,9.106010573,63.7
2.484260623,368.7403122,26.40097831,16824,6.475190893,70.4
0.868307498,80.18767853,2.35511886,4367,3.797839239,9
1.648044563,121.279156,2.343496453,7114,3.918981481,15
0.995408719,118.3071623,4.748025956,6929,1.534684337,15
1.062082213,122.3811899,6.664569646,7170,4.843674031,18
2.356029144,239.8464737,7.343572403,12135,9.938197984,22.6
2.118128802,241.6230201,6.47796439,11736,11.39224298,28
2.949349909,358.8953376,11.01889194,14756,8.611923967,33.5
2.683579393,363.6945572,7.396107107,14835,12.45839511,40
1.730048201,240.9219599,8.139777762,11665,12.49363004,23.9
2.284059575,240.0019151,7.589373275,11575,5.670824698,29.3
2.640995844,365.064636,9.441728489,15037,6.366877846,35.1
2.638472793,365.3409953,15.51364254,14460,5.915336296,41.7
2.8091452,365.9078091,8.081690624,14747,7.958027106,45
0.504425566,106.8090347,2.987133445,7583,5.041896753,12.1
1.34353506,107.9579494,1.556487634,7918,4.952516556,14
1.166321846,106.4609181,6.050235314,8034,6.449153156,15.5
1.768104454,149.9761117,5.569237809,10932,2.69539956,22.6
1.694577272,148.9912463,9.255870742,10613,3.758100027,28
1.46075851,149.175656,9.989848733,10632,7.357424815,31.5
2.489307057,221.1312018,3.570533508,11487,14.18483759,25.2
1.599699937,221.6097548,7.305391628,11785,10.74289605,28
2.111729964,225.3985389,9.825722131,12846,6.908989607,33.5
1.846067816,247.0066372,15.98188946,14243,12.08510077,40
1.961134988,239.7113953,15.08348803,14093,9.263995549,45
2.527539059,279.8371226,16.72516655,17661,4.792570838,50.4
2.908005714,367.7661423,15.30189907,17475,6.203572378,56
2.364974586,373.3358914,16.32482685,18748,9.649605606,61.5
